Product name,Price,Brand,CPU Model,RAM size,Storage,Screen size,Battery,CPU Cache Size,CPU Cores,CPU Frequency,NPU,GPU,RAM frequency,RAM slots,RAM type,Audio,Webcam,OS,Ports,Size,Weight,Material,Color,Wireless connection,Keyboard,LED,Security,box,Series laptop,Part-number,Warranty,Refresh rate,Display Resolution,Screen Brightness ,Usage category
Laptop Dell Latitude 3540 - 71021487,19390000.0,Dell,Intel Core i51335U,8.0,256.0,15.6,,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,Realtek Audio,FHD,Fedora,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.9 x 23.9 x 2 cm,1.8 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , không đèn",không đèn,,"Adapter, dây nguồn",Latitude,71021487,12 tháng,,1920 x 1080,250.0,basic
Laptop Dell Latitude 3540 - 71021489,25790000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Modern 15 B12MO-487VN,14990000.0,MSI,Intel Core i71255U,16.0,512.0,15.6,40.0,12MB,10.0,1.7 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home,"1 x USB Type C / DisplayPort
1 x USB 3.2
2 x USB 2.0
1 x micro SD card slot
Audio combo
1 x HDMI",359 x 241 x 19.9 mm,1.7 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",không đèn,Không,"65W Adapter, dây nguồn",Modern,487VN,24 tháng,,1920 x 1080,,Gaming
Laptop HP Pavilion X360 14-ek1047TU - 80R25PA,24990000.0,HP,Intel Core i71355U,16.0,512.0,14.0,43.0,12MB,10.0,1.7 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,HP Audio Boost,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",32.2 x 21.0 x 1.99 cm,1.5 kg,,Gold,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , không đèn",không đèn,Vân tay,"Adapter, dây nguồn,…",Pavilion X360,80R25PA,12 tháng,,1920 x 1080,250.0,basic
Laptop Dell Vostro 3530 - V5I3465W1,13190000.0,Dell,Intel Core i31305U,8.0,512.0,15.6,41.0,10MB,5.0,1.6 GHz,,Intel UHD Graphics,2666MHz,1.0,DDR4,Realtek Audio,HD,Windows 11 Home SL + Office Home & Student 2021,"1 x USB Type C
1 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",358.50 x 235.56 x 19 mm,1.6 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , có phím số , không đèn",không đèn,,"Adapter, dây nguồn,…",Vostro,V5I3465W1,12 tháng,120.0,1920 x 1080,,basic
Laptop HP Elitebook 630 G10 - 873F2PA,27790000.0,HP,Intel Core i71355U,16.0,512.0,13.3,43.0,12MB,10.0,1.7 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",30.69 x 20.84 x 1.59,1.3 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",không đèn,Vân tay,,Elitebook,873F2PA,12 tháng,,1920 x 1080,,basic
Laptop ASUS Vivobook 16 X1605VA-MB105W,14990000.0,ASUS,Intel Core i51335U,8.0,512.0,16.0,42.0,12MB,10.0,1.3 GHz,,Intel UHD Graphics,,1.0,DDR4,SonicMaster,HD,Windows 11 Home,"1 x USB Type C
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",35.87 x 24.95 x 1.99 cm,1.9 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , có phím số , không đèn",không đèn,Vân tay,,VivoBook,,24 tháng,,1920 x 1200,300.0,basic
Laptop Asus Vivobook 16 M1605YA-MB303W,14690000.0,ASUS,AMD Ryzen 7 7730U,16.0,512.0,16.0,42.0,16MB,8.0,2.0 GHz,,AMD Radeon Graphics,,1.0,DDR4,,HD,Windows 11 Home,"1 x USB Type C / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",35.87 x 24.95 x 1.99 cm,1.9 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , có phím số , không đèn",không đèn,Vân tay,,VivoBook,,24 tháng,,1920 x 1200,,basic
Laptop ACER Swift 14 SF14-71T-75CV,39190000.0,ACER,Intel Core i713700H,32.0,1024.0,14.0,56.0,24MB,14.0,2.4 GHz,,Intel Iris Xe Graphics,4800MHz,1.0,LPDDR5,,FHD,Windows 11 Home,"2 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",310.5 x 213.3 x 14.95 mm,1.2 kg,Vỏ nhôm,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , không phím số , LED",không đèn,Vân tay,Cáp + Sạc,Swift 14,NX.KERSV.003,12 tháng,,2560 x 1600,425.0,basic
Laptop HP ProBook 450 G10 - 873J7PA,20490000.0,HP,Intel Core i51340P,16.0,512.0,15.6,51.0,12MB,12.0,1.9 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,,FHD,Windows 11 Home SL,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",35.94 x 23.39 x 1.99 cm,1.8 kg,,Bạc,"WiFi 802.11ac , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn,…",ProBook,873J7PA,12 tháng,,1920 x 1080,,basic
Laptop HP 15-fd0081TU,16190000.0,HP,Intel Core i51335U,8.0,512.0,15.6,41.0,12MB,10.0,1.3 GHz,,Intel UHD Graphics,3200MHz,2.0,DDR4,,HD,Windows 11 Home,"1 x USB Type C
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",35.98 x 23.6 x 1.86 cm,1.6 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , có phím số , không đèn",không đèn,,"Adapter, dây nguồn, HDSD,…",14/15 Series,8D734PA,12 tháng,,1920 x 1080,250.0,basic
Laptop HP 240 G10 - 8F136PA,19590000.0,HP,Intel Core i51335U,16.0,512.0,14.0,41.0,12MB,10.0,1.3 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"1 x USB Type C
2 x USB 3.2
Audio combo
1 x HDMI",32.4 x 21.5 x 1.79 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , không đèn",không đèn,,Adapter,HP 240,8F136PA,12 tháng,,1920 x 1080,250.0,basic
Laptop HP 240 G10 - 8F139PA,18890000.0,HP,Intel Core i71355U,8.0,512.0,14.0,41.0,12MB,10.0,1.7 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"1 x USB Type C
2 x USB 3.2
Audio combo
1 x HDMI",32.4 x 21.5 x 1.79 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , không đèn",không đèn,,Adapter,HP 240,8F139PA,12 tháng,,1920 x 1080,250.0,basic
Laptop Asus TUF Gaming F15 FX507ZC4-HN099W,26990000.0,ASUS,Intel Core i712700H,8.0,512.0,15.6,56.0,24MB,14.0,2.3 GHz,,NVIDIA GeForce RTX 3050,3200MHz,1.0,DDR4,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 25.1 x 2.49 cm,2.2 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB",,,,TUF Gaming,90NR0GW2-M00560,24 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop Dell Inspiron 3530 - N3530I716W1,22890000.0,Dell,Intel Core i71355U,16.0,512.0,15.6,54.0,12MB,10.0,1.7 GHz,,NVIDIA GeForce MX550,3200MHz,2.0,DDR4,Realtek Audio,HD,Windows 11 Home SL + Office Home & Student 2021,"1 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",35.850 x 23.490 x 1.750 cm,1.6 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,Vân tay,Adapter,Inspiron,N3530I716W1,12 tháng,,1920 x 1080,250.0,Gaming
Laptop Acer Aspire 3 A314-36M-37FM,9590000.0,ACER,Intel Core i3N305,8.0,256.0,14.0,40.0,6MB,8.0,3.80 GHz,,Intel UHD Graphics,5200MHz,1.0,LPDDR5,,HD,Windows 11 Home,"1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI",328.3 x 217.15 x 18 mm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , không phím số , không đèn",không đèn,,"Adapter, dây nguồn",Aspire 3,NX.KDMSV.004,12 tháng,,1920 x 1080,,basic
Laptop GIGABYTE G5 MF-F2VN333SH,25290000.0,GIGABYTE,Intel Core i512450H,8.0,512.0,15.6,54.0,12MB,8.0,2.0 GHz,,NVIDIA GeForce RTX 4050,3200MHz,1.0,DDR4,DTS X:Ultra Audio,HD,Windows 11 Home SL,"1 x USB Type C
1 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
1 x mini DisplayPort
LAN 1 Gb/s",360 x 238 x 227 mm,1.9 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",,,"Adapter, dây nguồn",G5 Series,F2VN333SH,24 tháng,144.0,1920 x 1080,,Gaming
Laptop HP Pavilion X360 14 - ek1048TU,22890000.0,HP,Intel Core i51335U,8.0,512.0,14.0,43.0,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,Realtek Audio,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",32.2 x 21 x 1.99 cm,1.5 kg,,Gold,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",không đèn,Vân tay,Adapter,Pavilion,80R26PA,12 tháng,,1920 x 1080,250.0,basic
Laptop MSI Katana 15 B13VGK-1211VN,37990000.0,MSI,Intel Core i713620H,16.0,1024.0,15.6,54.0,24MB,10.0,2.4 GHz,,NVIDIA GeForce RTX 4070,5200MHz,2.0,DDR5,"Nahimic, Hi-Res Audio",HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI
LAN 1 Gb/s",359 x 259 x 24.9 mm,2.2 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB",không đèn,,"Adapter 200W, dây nguồn, MSI Essential Backpack",Katana,1211VN,24 tháng,144.0,1920 x 1080,,Gaming
Laptop gaming Lenovo LOQ 15IRH8 - 82XV000PVN,28490000.0,Lenovo,Intel Core i513420H,8.0,512.0,15.6,,12MB,8.0,2.1 GHz,,NVIDIA GeForce RTX 4050,5200MHz,1.0,DDR5,Nahimic Gaming Audio,FHD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",359.6 x 264.8 x 22.1-25.2 mm,2.4 kg,Vỏ nhựa,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB",không đèn,,"Adapter, dây nguồn",LOQ,82XV000PVN,24 tháng,144.0,1920 x 1080,350.0,Gaming
Laptop Asus Zenbook UX5304VA-NQ125W,34990000.0,ASUS,Intel Core i71355U,16.0,512.0,13.3,63.0,12MB,10.0,1.7 GHz,,Intel Iris Xe Graphics,5500MHz,1.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",29.62 x 21.63 x 1.09 ~ 1.18 cm,1 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , không phím số , không đèn",không đèn,Khuôn mặt,,ZenBook,,24 tháng,,2880 x 1800,550.0,basic
Laptop Asus VivoBook 15X OLED S3504VA-L1226W,19390000.0,ASUS,Intel Core i51340P,16.0,512.0,15.6,50.0,18MB,12.0,1.9 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,SonicMaster,HD,Windows 11 Home,"1 x USB Type C / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",35.97 x 23.25 x 1.79 cm,1.7 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , có phím số , LED",không đèn,Vân tay,,VivoBook,,24 tháng,,1920 x 1080,550.0,basic
Laptop Dell Vostro 3520 V5I3614W1,13490000.0,Dell,Intel Core i31215U,8.0,256.0,15.6,,10MB,6.0,1.2 GHz,,Intel UHD Graphics,2666MHz,1.0,DDR4,,HD,,"2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,,,,,,,,,,,12 tháng,120.0,1920 x 1080,250.0,
Laptop Asus Vivobook 14X OLED A1403ZA-KM066W,16990000.0,ASUS,Intel Core i512500H,8.0,512.0,14.0,70.0,18MB,12.0,2.5 GHz,,Intel UHD Graphics,,1.0,DDR4,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C
2 x USB 3.2
Audio combo
1 x HDMI",31.71 x 22.20 x 1.99 cm,1.6 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , không phím số , LED",không đèn,Vân tay,,VivoBook,,24 tháng,90.0,2880 x 1800,600.0,basic
Laptop Asus Vivobook Go 15 E1504FA-NJ454W,14490000.0,ASUS,AMD Ryzen 5 7520U,16.0,512.0,15.6,42.0,4MB,4.0,2.8 GHz,,AMD Radeon 610M,5500MHz,1.0,LPDDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C
1 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",36.03 x 23.25 x 1.79 cm,1.8 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , có phím số , không đèn",không đèn,,,VivoBook,90NB0ZR1-M00NB0,24 tháng,,1920 x 1080,250.0,basic
Laptop Dell Vostro 3430 - 71011900,16790000.0,Dell,Intel Core i51335U,8.0,512.0,14.0,,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,2666MHz,1.0,DDR4,Realtek Audio,FHD,Windows 11 Home SL 64-bit + Office,"2 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",323 x 220 x 18.6 mm,1.4 kg,,Xám,"WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , không phím số , LED",không đèn,,"Adapter, dây nguồn",Vostro,71011900,12 tháng,,1920 x 1080,,basic
Laptop gaming ACER Nitro 17 Phoenix AN17-51-50B9,33890000.0,ACER,Intel Core i513500H,8.0,512.0,17.3,90.0,18MB,12.0,2.6 GHz,,NVIDIA GeForce RTX 4050,4800MHz,1.0,DDR5,,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
1 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",400.2 x 293.25 x 27.9 - 28.9 mm,3 kg,Vỏ nhựa,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB",không đèn,,,Nitro 17,NH.QK5SV.001,12 tháng,165.0,1920 x 1080,300.0,Gaming
Laptop ACER Predator Helios Neo PHN16-71-7460,37190000.0,ACER,Intel Core i713700HX,8.0,512.0,16.0,90.0,30MB,16.0,2.1 GHz,,NVIDIA GeForce RTX 4050,4800MHz,1.0,DDR5,,HD,Windows 11 Home SL,"3 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",360.1 x 279.9 x 26.55 - 28.25 mm,2.6 kg,Vỏ nhôm,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB 4 vùng",không đèn,,"Adapter, dây nguồn",Predator,NH.QLTSV.004,12 tháng,165.0,2560 x 1600,500.0,Gaming
Laptop ACER Predator Helios 16 PH16-71-72BV,53490000.0,ACER,Intel Core i713700HX,16.0,512.0,16.0,90.0,30MB,16.0,2.1 GHz,,NVIDIA GeForce RTX 4070,4800MHz,2.0,DDR5,,FHD,Windows 11 Home SL,"3 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",357.78 x 278.74 x 24.90 - 26.90 mm,2.6 kg,Vỏ nhôm,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB",không đèn,,"Adapter, dây nguồn",Predator,NH.QJRSV.001,12 tháng,240.0,2560 x 1600,500.0,Gaming
Laptop HP Elitebook 630 G9 - 7K9H3PA,22990000.0,HP,Intel Core i51235U,16.0,512.0,13.3,43.0,12MB,10.0,1.3 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",30.69 x 20.84 x 1.59 cm,1.3 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn",Elitebook,7K9H3PA,12 tháng,,1920 x 1080,,basic
Laptop HP Pavilion X360 14-ek1049TU - 80R27PA,21790000.0,HP,Intel Core i51335U,16.0,512.0,14.0,43.0,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,HP Audio Boost,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",32.2 x 21 x 1.99 cm,1.5 kg,,Gold,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn, bút cảm ứng",Pavilion X360,80R27PA,12 tháng,,1920 x 1080,250.0,basic
Laptop Acer Aspire 7 A715-76-57CY,16290000.0,ACER,Intel Core i512450H,8.0,512.0,15.6,50.0,12MB,8.0,2.0 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"3 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",36.23 x 23.74 x 1.99 mm,2.1 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn",Aspire 7,NH.QGESV.004,12 tháng,,1920 x 1080,,Gaming
Laptop LG Gram 2023 17ZD90R-G.AX73A5,40890000.0,LG,Intel Core i71360P,16.0,256.0,17.0,80.0,18MB,12.0,2.2 GHz,,Intel Iris Xe Graphics,6000MHz,1.0,LPDDR5,,FHD,No OS,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 100 Mbps",37.88 cm x 25.88 cm x 1.78 cm,1.3 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , không phím số , không đèn",không đèn,Khuôn mặt,,Gram,G.AX73A5,12 tháng,,2560 x 1600,,basic
Laptop gaming ASUS TUF Gaming A15 FA507NU-LP034W,31490000.0,ASUS,AMD Ryzen 7 7735HS,8.0,512.0,15.6,90.0,16MB,8.0,3.2 GHz,,NVIDIA GeForce RTX 4050,4800MHz,1.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 25.1 x 2.24 ~ 2.49 cm,2.2 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , RGB",không đèn,,,TUF Gaming,90NR0EB8-M002D0,24 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop Asus TUF Gaming F15 FX506HF-HN014W,18990000.0,ASUS,Intel Core i511400H,8.0,512.0,15.6,48.0,12MB,6.0,2.7 GHz,,NVIDIA GeForce RTX 2050,3200MHz,1.0,DDR4,DTS X:Ultra Audio,HD,Windows 11 Home,"3 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",35.9 x 25.6 x 2.28 ~ 2.45 cm,2.3 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB",không đèn,,"Adapter, dây nguồn",TUF Gaming,90NR0HB4-M001F0,24 tháng,144.0,1920 x 1080,,Gaming
Laptop Asus Zenbook 14 Flip OLED UP3404VA-KN038W,26490000.0,ASUS,Intel Core i51340P,16.0,512.0,14.0,75.0,18MB,12.0,1.9 GHz,,Intel Iris Xe Graphics,4800MHz,1.0,LPDDR5,,FHD,Windows 11 Home,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",31.15 x 22.34 x 1.59 cm,1.5 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , không phím số , LED",không đèn,Khuôn mặt,"Adapter, Bút cảm ứng",ZenBook,,24 tháng,,2880 x 1800,550.0,basic
Laptop Asus Vivobook Pro 15 OLED K6502VU-MA090W,39290000.0,ASUS,Intel Core i913900H,16.0,512.0,15.6,70.0,24MB,14.0,2.6 GHz,,NVIDIA GeForce RTX 4050,4800MHz,1.0,DDR5,,FHD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI",35.63 x 23.53 x 1.99 ~ 2.00 cm,1.8 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , có phím số , LED",không đèn,Vân tay,,VivoBook,90NB1132-M00420,24 tháng,120.0,2880 x 1620,550.0,basic
Laptop Asus Vivobook S 14 Flip TP3402VA-LZ031W,21790000.0,ASUS,Intel Core i513500H,16.0,512.0,14.0,50.0,18MB,12.0,2.6 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,Smart Amp Technology,FHD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",31.32 x 22.76 x 1.89 cm,1.5 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , không phím số , LED",không đèn,,,VivoBook,90NB10W2-M00100,24 tháng,,1920 x 1200,300.0,basic
Laptop ASUS ROG Gaming G614JU-N3777W,34990000.0,ASUS,Intel Core i713650HX,16.0,512.0,16.0,90.0,24MB,14.0,2.6 GHz,,NVIDIA GeForce RTX 4050,4800MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 26.4 x 2.26 ~ 3.04 cm,2.5 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , RGB",RGB,,,ROG,90NR0CC1-M00CJ0,24 tháng,165.0,1920 x 1200,,Gaming
Laptop ASUS ROG Gaming G614JI-N4084W,47990000.0,ASUS,Intel Core i713650HX,16.0,1024.0,16.0,90.0,24MB,14.0,2.6 GHz,,NVIDIA GeForce RTX 4070,4800MHz,1.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 26.4 x 2.26 ~ 3.04 cm,2.5 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , RGB",RGB,,,ROG,90NR0D41-M003X0,24 tháng,240.0,2560 x 1600,,Gaming
Laptop MSI Katana 15 B13VEK-252VN,27990000.0,MSI,Intel Core i713620H,8.0,512.0,15.6,53.0,24MB,10.0,2.4 GHz,,NVIDIA GeForce RTX 4050,5200MHz,1.0,DDR5,"Nahimic, Hi-Res Audio",HD,Windows 11 Home,"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI
LAN 1 Gb/s",359 x 259 x 24.9 mm,2.2 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB",không đèn,,"Adapter 200W, dây nguồn",Katana,252VN,24 tháng,144.0,1920 x 1080,,Gaming
Laptop Asus ROG Flow X16 GV601VV-NL016W,54990000.0,ASUS,Intel Core i913900H,16.0,1024.0,16.0,90.0,24MB,14.0,2.6 GHz,,NVIDIA GeForce RTX 4060,4800MHz,1.0,DDR5,Dolby Atmos,FHD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",35.5 x 24.3 x 1.94 ~ 2.19 cm,2.2 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , RGB",không đèn,,,ROG,,24 tháng,240.0,2560 x 1600,,Gaming
ASUS ROG Strix SCAR 16 G634JZ-N4029W,69990000.0,ASUS,Intel Core i913980HX,32.0,1024.0,16.0,90.0,36MB,24.0,2.2 GHz,,NVIDIA GeForce RTX 4080,4800MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 2500 Mbps",35.4 x 26.4 x 2.26 ~ 3.04 cm,2.5 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , RGB",RGB,,,ROG,90NR0C81-M00330,24 tháng,240.0,2560 x 1600,,Gaming
Laptop ACER Predator Helios 16 PH16-71-94N1,117790000.0,ACER,Intel Core i913900HX,32.0,1024.0,16.0,90.0,36MB,24.0,2.2 GHz,,NVIDIA GeForce RTX 4080,4800MHz,2.0,DDR5,,HD,Windows 11 Home SL,"3 x USB 3.2
1 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",35.778 x 27.874 x 2.490 - 2.690 cm,2.6 kg,Vỏ nhôm,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB",,,"Adapter, dây nguồn",Predator,NH.QJSSV.002,12 tháng,240.0,2560 x 1600,500.0,Gaming
